name,first_release_date,single_player,multi_player,age_ratings,franchise,game_modes
Resistance Collection,15/05/2012,1,1,ESRB-M,null,null
Howz-it!,null,null,null,null,null,null
Freekstyle,16/06/2002,1,1,ESRB-E,null,null
Table Soccer,null,null,null,null,null,null
Hello Kitty's Big Fun Piano,null,null,null,null,null,null
The Horus Heresy: Battle of Tallarn - Iron Edition,null,null,null,null,null,null
Joust VGA,null,null,null,null,null,null
Easter Bunneh,null,null,null,null,null,null
Oik Reloaded,null,1,0,null,null,null
Essential Sudoku DS,25/10/2006,null,null,null,null,null
Mafia Returns - The Game!,null,null,null,null,null,null
Fish Upon a Star,null,null,null,null,null,null
Deflector,null,null,null,null,null,null
Circa,null,null,null,null,null,null
Mini Moni Eigo de Asobu n da pyon!,null,null,null,null,null,null
aMaze Achievements: darkness,20/09/2017,1,0,null,null,null
Enter the Matrix,13/05/2003,1,0,ESRB-T,"{'id': 19, 'name': 'Matrix'}",null
Chipmunk's Adventures,20/10/2020,1,0,null,null,null
Pocket Starships,null,null,null,null,null,null
Untitled Automaton Survival Game,null,null,null,null,null,null
Ablepsia,24/09/2017,1,0,null,null,null
Ominous!,null,null,null,null,null,null
Muppets Party Cruise,10/11/2003,1,1,ESRB-E,"{'id': 146, 'name': 'Muppets'}",null
Love Game's Wai Wai Tennis,null,null,null,null,null,null
STAR KINGDOM : The Elements,06/12/2016,1,0,null,null,null
Rainforest Adventure,null,null,null,null,null,null
SD Hiryu no Ken Gaiden,null,null,null,null,null,null
3on3 Freestyle,05/12/2016,1,1,ESRB-E,null,null
Brave Frontier: The Last Summoner,null,null,null,null,null,null
Winning Eleven 2007,null,null,null,null,null,null
Headhunter: Redemption,26/08/2004,1,0,ESRB-M,null,null
Castle Explorer,null,null,null,null,null,null
Symbiotic Overload,10/08/2017,1,0,null,null,null
Extra Terrestrials,31/05/1984,null,null,null,null,null
Alarm für Cobra 11 Vol. III,null,null,null,null,null,null
HENTAI Ahegao,null,1,0,null,null,null
Guts and Syringes,null,1,0,null,null,null
Freddy Flintoff's Power Play Cricket,null,null,null,null,null,null
Trials 2: Second Edition,29/02/2008,1,1,null,null,null
Party Hard Go,null,null,null,null,null,null
Winning Post 8 2018,null,null,null,null,null,null
Bang!,null,null,null,null,null,null
More Grillin',null,null,null,null,null,null
ParaParaParadise 2nd mix,null,null,null,null,null,null
Blade Runner 2049: Memory Lab,25/10/2017,1,0,ESRB-T,null,null
GOTO Bridge 18,null,null,null,null,null,null
Arcade Archives ARGUS,null,null,null,null,null,null
Micronomicon: Heroes,null,1,0,null,null,null
Starhawk: Ultimate Edition,null,null,null,null,null,null
Amiga Encounter,30/12/1991,null,null,null,null,null
AaaaaAAaaaAAAaaAAAAaAAAAA!!! for the Awesome,22/11/2011,1,0,null,null,null
Tron Run/r,15/02/2016,1,0,ESRB-E10,null,null
Starvoid,29/08/2011,0,1,null,null,null
Sushi Time!,21/03/2019,1,0,ESRB-E,null,null
Mystery Toys: Hidden Objects,null,null,null,null,null,null
Elven Legacy,21/06/2010,1,1,ESRB-T,null,null
Space Dogs Squadron,null,null,null,null,null,null
Pro Powerboat Simulator,null,null,null,null,null,null
Nitro Nation Stories,15/04/2015,null,null,null,null,null
N.a.N Industry VR,null,1,0,null,null,null
Discouraged Workers TEEN,20/03/2016,1,0,null,null,null
Temple of Xiala,14/02/2018,1,0,null,null,null
Glacier Blast,null,null,null,null,null,null
SoulCraft,31/05/2015,1,0,null,null,null
Lost & Shrunk: Giantess Horror,null,null,null,null,null,null
Looney Tune Dash,null,null,null,null,null,null
Revelation,null,null,null,null,null,null
Miner Lou,null,1,0,null,null,null
Far-Out,06/02/2018,1,0,null,null,null
Miles Infernum,18/10/2018,1,0,null,null,null
Shanghai Mahjong,10/07/2008,null,null,null,null,null
TomTom Adventures,null,null,null,null,null,null
G.G Series CONVEYOR TOY PACKING,10/06/2015,null,null,null,null,null
Triangle Legacy Revolution,null,null,null,null,null,null
Sumikko Gurashi: Koko ga Ochitsukun Desu,null,null,null,null,null,null
Greed 2: Forbidden Experiments,null,1,0,null,null,null
SD Gundam Gaiden: Knight Gundam Monogatari,20/01/1992,null,null,null,null,null
Escape That Level,null,null,null,null,null,null
Onmyou Taisenki: Byakko Enbu,30/03/2005,null,null,null,null,null
Shin Nihon Pro Wrestling '94: Battlefield in Tokyo Dome,null,null,null,null,null,null
Cue Academy,31/08/2006,null,null,PEGI-3,null,null
Checkers Challenge,null,null,null,null,null,null
Marvin The Hatter,null,1,0,null,null,null
Osmo Pizza Co.,null,null,null,null,null,null
Parachute Panic,null,null,null,null,null,null
7 Wonders: Treasures Of Seven,23/10/2008,1,0,ESRB-E,null,null
The Settlers IV: Gold Edition,28/02/2002,1,1,null,null,null
SKYCURSER,19/06/2017,1,1,null,null,null
Alkemstone,30/12/1981,1,0,null,null,null
Guitar Fretter,null,null,null,null,null,null
Virtua Striker 3,null,null,null,null,null,null
Ryu Jin,31/01/1993,null,null,null,null,null
Time Machine,null,null,null,null,null,null
Death Flash,06/05/2018,1,0,null,null,null
Shellshock 2: Blood Trails,12/02/2009,1,0,PEGI-18,null,null
Doggie Ninja The Golden Mission,null,null,null,null,null,null
Nederland,null,null,null,null,null,null
Thunder Force II,14/10/1988,1,0,null,null,null
Icebreaker,30/12/1995,null,null,ESRB-E,null,null
Simple 1500 Series Vol. 31: The Sound Novel,null,null,null,null,null,null
My Baby First Steps,02/12/2009,null,null,ESRB-E,null,null
Where the Goats Are,null,null,null,null,null,null
Secret Files: Tunguska,29/10/2006,1,0,ESRB-T,null,null
Charpi,30/08/2017,1,0,null,null,null
Suika A.S+,23/09/2004,1,0,null,null,null
ZenGems,null,null,null,null,null,null
WWI Medic,null,null,null,null,null,null
"100,000 Games",null,null,null,ESRB-E10,null,null
Day of Destruction,null,1,0,null,null,null
Top Landing,null,null,null,null,null,null
We Ski & Snowboard,12/11/2008,1,1,ESRB-E,null,null
Junkyard Jumble,null,null,null,null,null,null
Run Naked Woman Run,null,1,0,null,null,null
Broken Sword 5: The Serpent's Curse,31/12/2012,1,0,ESRB-T,null,null
Creative Contraptions,31/12/1984,null,null,null,null,null
Cosmic Bouncer,null,null,null,null,null,null
Cat Sorter VR,28/08/2017,1,0,null,null,null
Guardian Stone: Second War,null,null,null,null,null,null
Ghostbusters,null,null,null,null,null,null
Slender-Man,26/09/2012,null,null,null,null,null
Pagans Must Die,null,1,0,null,null,null
GTI Racing,03/07/2006,1,1,null,null,null
Harvest Moon 64,04/02/1999,1,0,ESRB-E,null,null
Great White Shark Attack Sim,null,null,null,null,null,null
Centerfold Squares,30/12/1988,1,0,null,null,null
Robotek,null,null,null,null,null,null
Twinkle Star Sprites: La Petite Princesse,27/08/2005,null,null,null,null,null
Dark Ages: Asa no Konai Basho,null,null,null,null,null,null
Water Sports,14/01/2009,1,1,ESRB-E,null,null
Guns Girls Lawyers Spies,null,null,null,null,null,null
"Survival Mobile:10,000 BC",null,null,null,null,null,null
Celtica,null,null,null,null,null,null
The Sporting News Baseball,30/12/1988,1,1,null,null,null
Ottos Ottifanten: Baby Brunos's Nightmare,null,null,null,null,null,null
Spark in the Dark,null,1,0,null,null,null
Square's Tom Sawyer,null,null,null,null,null,null
Polar Golfer: Pineapple Cup,null,null,null,null,null,null
Deca Sports Freedom,17/11/2010,1,1,ESRB-E10,null,null
Mascot Girl's Sexual Harassment Days,null,null,null,null,null,null
Gossip Girl - School Queen,08/02/2018,null,null,null,null,null
Smash + Grab,25/09/2016,0,1,null,null,null
Tap tap cartoonist - Cartoon999,null,null,null,null,null,null
TerraRealms: The Discovery - Episode I,30/12/2001,1,0,null,null,null
Aximion,null,null,null,null,null,null
Dart Star D*a*r*t*s,null,null,null,null,null,null
Breeza Budgie Bill,null,1,0,null,null,null
Ultimate 8 Ball,21/07/1999,null,null,ESRB-E,null,null
Angels Vs Devils,null,null,null,null,null,null
Ochakumi +,null,null,null,null,null,null
Planet Ancyra Chronicles,13/07/2017,1,0,null,null,null
Pocket Mine,null,null,null,null,null,null
Candy Noox,null,null,null,null,null,null
Sins of a Solar Empire: Diplomacy,null,null,null,null,null,null
Rush Rally 2,null,null,null,ESRB-E,null,null
Elven Chronicles,null,null,null,null,null,null
Slime Pizza,null,null,null,null,null,null
Drums of War,null,1,0,null,null,null
Forklift Truck Simulator 2009,null,null,null,null,null,null
Fantasy Mosaics 25,null,null,null,null,null,null
Osmo Coding Jam,null,null,null,null,null,null
White Dove 白雀,null,1,0,null,null,null
Polar Star II,null,null,null,null,null,null
Hoyle Puzzle & Board Games 2007,null,null,null,null,null,null
We Are the Champions,null,null,null,null,null,null
Path Out,01/11/2017,1,0,null,null,null
Miss Fisher and the Deathly Maze,30/12/2018,1,0,null,null,null
South Park: The Fractured But Whole - Relics of Zaron,16/10/2017,null,null,null,null,null
Table Top Tanks,null,null,null,null,null,null
Orphée: Voyage aux Enfers,31/07/1985,1,0,null,null,null
OutRun 2006: Coast 2 Coast,16/03/2006,ESRB-E,1,1,null,null
Bestie Walzer,null,null,null,null,null,null
Jigapix Wild World,22/03/2010,null,null,null,null,null
Toonsylvania,30/06/2000,ESRB-E,null,null,null,null
Mizbak's Adventure,16/02/1992,null,null,null,null,null
Make A Jigsaw Puzzle,null,null,1,0,null,null
Papich - The Game Ep.1,null,null,1,0,null,null
Fighter Mission: Air Superiority,null,null,null,null,null,null
Gargantua,null,null,0,1,null,null
Think Fast - Time Based Memory Game,null,null,null,null,null,null
ONE PIECE Unlimited World Red - Prestige Edition,null,null,null,null,null,null
Moorhuhn Jahrmarkt-Party,09/09/2010,null,1,0,null,null
ACA NEOGEO WORLD HEROES PERFECT,02/03/2017,ESRB-E10,1,1,null,null
City Zombies,null,null,1,0,null,null
Wrestling Mpire,null,null,null,null,null,null
Erotika,null,null,null,null,null,null
Detanabi Pro Yakyuu 2,null,null,null,null,null,null
Blackwater 100,null,null,null,null,null,null
Mahjong Fight Club 5,null,null,null,null,null,null
Tecmo Bowl,30/12/1987,ESRB-E,1,1,null,null
Myths of the World: Olympus,null,null,null,null,null,null
Samurai Shodown 64,18/12/1997,null,1,1,null,null
Dragon Fighter,30/12/1991,null,1,0,null,null
Face Kart: Photo Finish,null,null,null,null,null,null
Soko-Sex,null,null,null,null,null,null
Reprisal Universe,14/09/2014,null,1,0,null,null
Tribloos 2,11/01/2013,null,1,0,null,null
Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,null,ESRB-T,0,1,null,null
The Legend of Oasis,25/04/1996,ESRB-E,1,0,null,null
Dan the Man: Action Platformer,24/11/2015,null,null,null,null,null
Hungry Ghosts,null,null,null,null,null,null
Doorways: The Underworld,19/08/2014,null,1,0,null,null
Jonny RPG,null,null,null,null,null,null
Eco Shooter: Plant 530,23/11/2009,null,null,null,null,null
Battlecruiser 3000AD (v2.0),null,null,null,null,null,null
Trance-Pacific,null,null,null,null,null,null
Coconut Queen,03/11/2009,ESRB-E,1,0,null,null
Miner 2049er,30/12/1982,null,1,1,null,null
Basketball NBA 17,null,null,null,null,null,null
Tenerezza,null,null,null,null,null,null
Contract Killer 2: Shadow Conspiracy,23/10/2012,null,null,null,null,null
VR Table Sports,18/08/2017,null,1,1,null,null
Star Stable,null,null,0,1,null,null
VeggieTales Creativity City,03/02/2003,ESRB-E,1,0,null,null
Factory Manager,null,null,1,0,null,null
Morita Shougi 64,02/04/1998,null,1,1,null,null
Outback Survival,null,null,1,0,null,null
Unlucky Charlie,null,null,null,null,null,null
Axis Forward,null,null,null,null,null,null
ATOMIK: RunGunJumpGun,07/02/2018,ESRB-E,1,0,null,null
Fighter Ace 3.5,null,null,null,null,null,null
OutRun 2,12/12/2003,null,1,1,null,null
Lost Kingdoms II,20/05/2003,ESRB-T,1,1,null,null
Sweet Love - Otome Romance,null,null,null,null,null,null
Kens Labyrinth,null,null,null,null,null,null
Lovely Bunny Girl!,null,null,null,null,null,null
Space Trader: Merchant Marine,22/10/2008,null,1,1,null,null
Worm UP!,18/04/2019,null,1,0,null,null
Dancing Stage Max,24/11/2002,PEGI-3,1,1,null,null
Papercraft,01/04/2011,null,null,null,null,null
Installation 01,null,null,0,1,null,null
SpiderSolitaire BLACK,null,null,null,null,null,null
Day of Defeat: Source,25/09/2005,ESRB-M,0,1,null,null
Mega Games 1,30/09/1992,null,1,1,null,null
Ben and Holly: Big Star Fun,null,null,null,null,null,null
AirMech: Command,27/03/2016,null,1,1,null,null
Need for Speed: Carbon - Own the City,30/10/2006,ESRB-E10,1,1,null,null
Battlefield 3: Armored Kill,17/09/2012,ESRB-M,0,1,null,null
Last Anime Boy 2: Hentai Zombie Hell,null,null,null,null,null,null
Anime Girl Or Boy?,null,null,1,0,null,null
8 Queens,null,null,null,null,null,null
Erinye,null,null,null,null,null,null
Jetpack Squad,null,null,1,0,null,null
Stickman Destruction,26/10/2017,null,1,0,null,null
Kelly Club: Clubhouse Fun,30/11/2001,null,null,null,null,null
Ozapell Mystery Text Adventure,null,null,1,0,null,null
Madden NFL Arcade,23/11/2009,ESRB-E,null,null,null,null
一>◇,null,null,null,null,null,null
Pogo Island,26/04/2007,null,null,null,null,null
MY HERO ONE'S JUSTICE 2: Deluxe Edition,null,null,null,null,null,null
Sharp,null,null,1,0,null,null
Hidden,02/07/2020,PEGI-16,1,0,null,null
Reel,null,null,null,null,null,null
Math World,null,null,null,null,null,null
Nano Shift VR,30/06/2017,null,1,0,null,null
All Our Asias,06/02/2018,null,1,0,null,null
Panties of Rage,null,null,null,null,null,null
Daisenryaku Exceed II,29/07/2015,null,null,null,null,null
HordeZ,28/04/2016,null,1,1,null,null
Realm Revolutions,null,null,1,0,null,null
North American Hunting Extravaganza 2,null,null,null,null,null,null
Jetset,null,null,null,null,null,null
Requiem of Hell,07/11/2004,ESRB-M,1,1,null,null
We Sing 80s,27/09/2012,PEGI-12,1,1,null,null
Cool Hand,30/01/1999,null,null,null,null,null
Miracle Calamity Homeostasis,27/11/2019,null,1,0,null,null
Age of Conan: Unchained,29/06/2011,ESRB-M,0,1,null,null
Fuuun Gokuu Ninjin,null,null,null,null,null,null
Knight's move,null,null,null,null,null,null
RollerCoaster Legends,30/11/2017,null,1,0,null,null
Executioner,null,null,null,null,null,null
Rubik's Puzzle World,27/10/2008,ESRB-E,1,0,"{'id': 342, 'name': ""Rubik's Cube""}",null
Amelie's Cafe Holiday Spirit,null,null,null,null,null,null
Superior Wizards,null,null,1,1,null,null
Tsukasa no Satisfaction,null,null,null,null,null,null
120 En no Haru,null,null,null,null,null,null
The Surrogate,null,null,1,0,null,null
Handle With Care,12/12/2016,null,null,null,null,null
Twin Peaks VR,12/12/2019,null,1,0,null,null
G.G Series Collection Plus,null,null,null,null,null,null
Lot'zAmonsters,null,null,1,1,null,null
Big Town Shootout,29/06/2011,ESRB-E10,null,null,null,null
Pokémon: Dark Rising,04/08/2012,null,1,0,null,null
Cartoon Network Racing,27/11/2006,ESRB-E,1,1,"{'id': 102, 'name': 'Cartoon Network'}",null
Hidden Object: Mouseheart,null,null,null,null,null,null
Forbidden Desert,null,null,null,null,null,null
Airmash,null,null,null,null,null,null
Crabby Adventure,null,null,null,null,null,null
Thunderbolt II,31/01/1995,null,null,null,null,null
WWI: The Great War,null,null,null,null,null,null
Masters of the Universe: The Ilearth Stone,30/12/1987,null,1,0,null,null
Swing King,30/12/2013,null,null,null,null,null
Alpine Crawler,null,null,null,null,null,null
Super Dead Rising 3 Arcade Remix,null,null,null,null,null,null
Avoyd,null,null,null,null,null,null
The Monkey King,null,null,null,null,null,null
Sqiek,null,null,null,null,null,null
Shadow Archer,01/02/2017,null,null,null,null,null
World History Quiz: Cavemen to Democracy,null,null,null,null,null,null
Crown Solitaire: Card Game,null,null,null,null,null,null
Love is in the air,null,null,null,null,null,null
Bust a Groove 2,30/03/1999,ESRB-E,1,1,null,null
In League,null,null,1,1,null,null
Guitar Hero,07/11/2005,ESRB-T,1,1,null,null
Donkey Kong: Original Edition,17/09/2014,null,null,null,null,null
Arma 3: Laws of War,null,null,null,null,null,null
Johnny Dynamite,06/05/2015,null,null,null,null,null
Dungeon Service,null,null,1,0,null,null
Extreme Boards and Blades,null,null,null,null,null,null
Hooked! Real Motion Fishing,26/09/2007,ESRB-E,1,1,null,null
The Day Nothing Happened,null,null,null,null,null,null
AIMA,null,null,0,1,null,null
Diggers & Oscar,null,null,null,null,null,null
Pipes,null,null,null,null,null,null
Pyramid Solitaire Mummy Curse,null,null,null,null,null,null
Port Valley,null,ESRB-T,1,0,null,null
Pat Sajak's Lucky Letters Deluxe,08/02/2007,ESRB-E,null,null,null,null
Tank Bung,null,null,1,0,null,null
NomNoms,22/05/2019,null,1,0,null,null
Ear Cat,null,ESRB-E,null,null,null,null
TUBELIFE,null,null,1,0,null,null
"Loot, Steal 'n Destroy",null,null,null,null,null,null
Happy Feet,12/11/2006,ESRB-E,1,1,"{'id': 206, 'name': 'Happy Feet'}",null
Robin Hood Legends,null,null,null,null,null,null
Jan Sangoku Musou,null,null,null,null,null,null
SBK 09: Superbike World Championship,28/05/2009,PEGI-3,1,1,null,null
Dinosaur Assassin: Evolution-U,null,null,null,null,null,null
Sudoku Touch,null,null,null,null,null,null
Coloring Book - Easter MAX,null,null,null,null,null,null
Mobile Dinosaur: Action Edition,null,null,null,null,null,null
DESOLATE: Clone Catastrophe,null,null,1,0,null,null
Helicopter Sim Pro Hellfire,null,null,null,null,null,null
Zoo-phonics 9. The Zoo Billboard Mix-up,null,null,null,null,null,null
Teeny Titans,22/06/2016,ESRB-E10,1,0,null,null
Helix Jump 2,null,null,null,null,null,null
Star Wars: Attack Squadrons,null,null,0,1,null,null
Family Stadium 2003,29/05/2003,null,1,1,null,null
Wild Turkey Hunt,null,null,null,null,null,null
Tiger Woods PGA Tour 2007,11/11/2006,null,null,null,null,null
Naklua VR,09/11/2017,null,1,0,null,null
Juggernaut Wars: Arena Heroes,null,null,null,null,null,null
Sled Storm,10/03/2002,ESRB-T,1,1,null,null
Sweet Princess Candy Makeup,null,null,null,null,null,null
ZombieRush,03/05/2016,null,1,0,null,null
Holiday Solitaire. Easter Free,null,null,null,null,null,null
Magic Gun,null,null,1,0,null,null
Namco Tennis Smash Court,null,null,null,null,null,null
L no Kisetsu: W Pocket,null,null,null,null,null,null
Car vs Bike Racing,null,null,null,null,null,null
Encleverment Experiment,null,ESRB-E,null,null,null,null
Egyptian Ball,null,null,null,null,null,null
BluStone,null,null,null,null,null,null
